SampleID,InitialTemp,FinalTemp,Volume,TrayNum,InitBW,FinalBW,DeltaBW,pcDeltaBW,TrayWt,DW,AFDW,Org,pcOrg,Nuts,Tank,Aq_Ex1,Aq_Ex2
301,26.419,24.462,85,113,79.15546796,78.7662045,-0.389263462,-0.004917708,3.1348,83.0352,79.8504,3.1848,0.038354818,Ambient,Mid,15,"51																									"
302,26.389,24.481,80,129,87.25453069,87.72516118,0.47063049,0.005393766,3.13132,92.34868,89.40898,2.9397,0.031832615,Ambient,Mid,15,"50																									"
303,26.384,24.481,75,124,76.30502679,75.30814672,-0.996880075,-0.013064409,2.85795,79.92205,76.81115,3.1109,0.038924177,Ambient,Mid,15,"49																									"
304,26.363,24.47,80,109,80.21072836,78.8461955,-1.364532869,-0.01701185,2.83216,83.01784,79.71054,3.3073,0.039838425,Ambient,Mid,15,"52																									"
305,26.362,24.453,80,107,78.35401987,78.78004868,0.426028817,0.00543723,2.90468,82.97532,79.60672,3.3686,0.040597614,Ambient,Near,3,"40																									"
306,26.373,24.447,80,131,81.51980823,81.28898678,-0.230821445,-0.002831477,3.07479,85.61521,82.57631,3.0389,0.035494861,Ambient,Near,3,"38																									"
307,26.367,24.442,80,121,79.64464011,78.87542175,-0.769218367,-0.009658131,2.7864,83.1436,80.3976,2.746,0.033027196,Ambient,Near,3,"39																									"
308,26.363,24.411,75,123,75.56203494,74.66668038,-0.895354564,-0.011849265,2.64898,79.36102,75.74072,3.6203,0.045618113,Ambient,Near,3,"37																									"
309,26.374,25.062,80,127,78.66167709,78.96774334,0.306066251,0.003890919,2.85953,83.05047,79.61897,3.4315,0.041318249,Ambient,Far,27,"64																									"
310,26.414,25.063,75,103,80.3368697,80.79368497,0.456815271,0.005686247,2.63813,84.55187,81.10467,3.4472,0.04077024,Ambient,Far,27,"63																									"
311,26.378,25.047,75,128,79.06624587,79.34769857,0.281452701,0.003559707,2.95906,83.13094,79.84094,3.29,0.039576119,Ambient,Far,27,"61																									"
312,26.4,25.05,75,135,77.96483558,84.52094344,6.556107863,0.084090575,2.6378,82.6522,78.9057,3.7465,0.045328497,Ambient,Far,27,"62																									"
313,26.412,25.06,80,101,83.04732561,83.41030375,0.362978137,0.004370738,2.83171,86.87829,83.06639,3.8119,0.043876324,Medium,Far,31,"67																									"
314,26.378,25.062,80,134,80.31840883,80.37527203,0.056863194,0.000707972,2.9403,82.8697,79.7058,3.1639,0.038179214,Medium,Far,31,"65																									"
315,26.356,28.05,80,106,76.55884253,76.58044393,0.021601408,0.000282154,2.90932,79.86068,76.84688,3.0138,0.037738221,Medium,Far,31,"68																									"
316,26.412,25.074,75,132,73.22076892,72.56079626,-0.659972662,-0.009013463,2.73546,75.24454,72.40414,2.8404,0.037748918,Medium,Far,31,"66																									"
317,26.398,24.392,75,112,77.18184907,76.65414026,-0.527708804,-0.006837214,2.71563,81.13437,78.17237,2.962,0.03650734,Medium,Near,7,"42																									"
