SampleID,InitialTemp,FinalTemp,Volume,TrayNum,InitBW,FinalBW,DeltaBW,pcDeltaBW,TrayWt,DW,AFDW,Org,pcOrg,Nuts,Tank,Aq_Ex1,Aq_Ex2
318,26.423,24.393,75,104,79.92614829,79.57687648,-0.34927181,-0.004369932,2.97948,83.89052,80.37842,3.5121,0.041865279,Medium,Near,7,"44																									"
319,26.398,24.388,80,110,85.63933315,85.26698213,-0.372351021,-0.004347897,2.83122,89.89878,86.57948,3.3193,0.036922637,Medium,Near,7,"43																									"
320,26.37,24.369,80,105,79.27699042,77.87861199,-1.398378429,-0.017639146,2.70754,82.55246,79.02566,3.5268,0.042721925,Medium,Near,7,"41																									"
321,26.404,24.493,85,125,80.10766501,79.50765779,-0.600007223,-0.00749001,3.11101,83.85899,80.68689,3.1721,0.037826594,Medium,Mid,19,"53																									"
322,26.376,25.04,70,130,79.22161245,79.59074696,0.369134511,0.004659518,3.1081,83.3019,80.2393,3.0626,0.036765068,Medium,Mid,19,"55																									"
323,26.382,25.04,70,114,74.18681,74.97897542,0.792165419,0.010677982,2.86585,78.93415,75.42425,3.5099,0.044466178,Medium,Mid,19,"56																									"
324,26.368,25.04,85,136,83.12577624,78.65393279,-4.471843443,-0.05379611,2.5436,87.3464,83.8657,3.4807,0.039849381,Medium,Mid,19,"54																									"
325,26.414,25.038,75,100,77.12031834,77.86787025,0.747551914,0.00969332,3.17526,82.06474,78.84424,3.2205,0.039243407,High,Mid,23,"60																									"
326,26.373,24.546,75,102,72.99463977,72.56077696,-0.43386281,-0.005943763,2.84961,76.58039,73.56149,3.0189,0.039421319,High,Mid,23,"59																									"
327,26.392,24.523,70,119,77.64641053,77.92784307,0.281432539,0.00362454,2.82708,81.83292,78.69152,3.1414,0.038387974,High,Mid,23,"58																									"
328,26.427,24.313,75,117,81.25061079,80.97363346,-0.276977327,-0.003408926,2.24272,86.80728,83.25928,3.548,0.040872148,High,Mid,23,"57																									"
329,36.369,25.055,75,116,73.40880918,74.32674412,0.917934939,0.012504425,2.74764,78.70236,74.90226,3.8001,0.048284448,High,Far,35,"72																									"
330,26.434,25.046,80,133,73.35306214,77.1448777,3.79181556,0.051692669,2.54908,77.21092,74.37772,2.8332,0.036694291,High,Far,35,"70																									"
331,26.378,25.064,80,115,82.24434007,82.74576578,0.501425705,0.006096781,2.48445,86.79555,83.45815,3.3374,0.03845128,High,Far,35,"71																									"
332,26.364,25.053,85,120,80.87372869,81.89663326,1.022904572,0.012648169,2.66358,86.01642,82.02562,3.9908,0.046395793,High,Far,35,"69																									"
333,26.38,24.354,80,111,82.89811075,83.13799814,0.239887398,0.002893762,2.68515,87.71485,84.31805,3.3968,0.038725484,High,Near,11,"47																									"
334,26.364,24.351,70,122,80.0507469,79.03693776,-1.013809138,-0.012664581,2.56705,83.73295,80.64625,3.0867,0.036863624,High,Near,11,"48																									"
335,26.379,24.363,75,126,80.19842274,80.65982593,0.461403192,0.00575327,3.1094,84.8706,81.4666,3.404,0.040108118,High,Near,11,"45																									"
336,26.379,24.346,80,108,74.32525543,73.01148633,-1.313769099,-0.017675945,2.63355,78.19645,74.92705,3.2694,0.041810082,High,Near,11,"46																									"
