"" ,"SampleID" ,"Species" ,"Colony" ,"Volume" ,"HPC" ,"PercentBleached" ,"PercentDead" ,"TrayNum" ,"TrayWt" ,"DW" ,"AW" ,"AFDW" ,"pcAFDW" ,"SA" ,"Check" ,"Compromised" ,"Aqua" ,"Tank" ,"Nuts"
"102" ,34 ,"Montipora" ,3 ,1 ,"H" ,0 ,80 ,258 ,1.00903 ,1.32467 ,1.24717 ,0.0774999999999997 ,0.0585051371284921 ,7.22988758643208 ,NA ,FALSE ,21 ,"Mid" ,"High"
"103" ,35 ,"Montipora" ,1 ,4 ,"C" ,0 ,100 ,268 ,1.01077 ,3.40373 ,3.27733 ,0.1264 ,0.037135730507414 ,18.7308344189502 ,NA ,TRUE ,21 ,"Mid" ,"High"
"104" ,35 ,"Montipora" ,2 ,5 ,"H" ,0 ,0 ,209 ,1.03882 ,3.14518 ,2.91658 ,0.2286 ,0.0726826445545248 ,19.5509787350376 ,NA ,FALSE ,21 ,"Mid" ,"High"
"105" ,35 ,"Montipora" ,3 ,2 ,"H" ,0 ,0 ,210 ,1.00942 ,1.61768 ,1.52848 ,0.0891999999999999 ,0.0551406953167499 ,10.8227505711381 ,NA ,FALSE ,21 ,"Mid" ,"High"
"106" ,36 ,"Montipora" ,1 ,4 ,"H" ,0 ,0 ,226 ,0.98155 ,2.88345 ,2.71235 ,0.1711 ,0.0593386394770154 ,16.5953047959072 ,NA ,FALSE ,21 ,"Mid" ,"High"
"107" ,36 ,"Montipora" ,2 ,9 ,"C" ,0 ,100 ,227 ,1.01109 ,7.19481 ,6.92841 ,0.2664 ,0.0370266900724272 ,NA ,NA ,TRUE ,21 ,"Mid" ,"High"
"108" ,36 ,"Montipora" ,3 ,3 ,"C" ,0 ,40 ,228 ,1.02869 ,1.43391 ,1.36741 ,0.0665 ,0.0463766903083178 ,NA ,NA ,TRUE ,21 ,"Mid" ,"High"
"109" ,1 ,"Porites" ,1 ,2 ,"H" ,0 ,0 ,155 ,1.00783 ,3.38617 ,3.21317 ,0.173 ,0.0510901697197719 ,9.22977795719908 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"110" ,1 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,162 ,0.99544 ,4.21786 ,3.88836 ,0.3295 ,0.0781201841692232 ,14.5228631971786 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"111" ,1 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,163 ,1.00028 ,3.82602 ,3.55632 ,0.269699999999999 ,0.0704910063198832 ,10.9091811644488 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"112" ,2 ,"Porites" ,1 ,7 ,"H" ,0 ,0 ,156 ,0.98846 ,8.78404 ,8.38844 ,0.395600000000002 ,0.0450362247895048 ,16.8066496773604 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"113" ,2 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,157 ,1.01146 ,2.87294 ,2.69754 ,0.1754 ,0.0610524410534156 ,10.2644215559555 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"114" ,2 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,158 ,0.98532 ,4.79518 ,4.50138 ,0.2938 ,0.0612698584828932 ,17.364978692543 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"115" ,3 ,"Porites" ,1 ,5 ,"H" ,0 ,0 ,21 ,2.6847 ,6.3005 ,5.966 ,0.3345 ,0.0530910245218634 ,17.771896449371 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"116" ,3 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,22 ,2.6816 ,4.4612 ,4.2132 ,0.247999999999999 ,0.0555904241011386 ,14.0086957990161 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"117" ,3 ,"Porites" ,3 ,7 ,"H" ,0 ,0 ,23 ,2.6601 ,6.3223 ,5.983 ,0.3393 ,0.0536671780839251 ,18.1409613916103 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"118" ,4 ,"Porites" ,1 ,2 ,"H" ,0 ,0 ,314 ,1.77109 ,2.92771 ,2.78191 ,0.1458 ,0.0498000143456833 ,8.56419930068198 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"119" ,4 ,"Porites" ,2 ,2 ,"H" ,0 ,0 ,315 ,1.77537 ,2.85153 ,2.68613 ,0.1654 ,0.0580039487573338 ,11.5419540483224 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"120" ,4 ,"Porites" ,3 ,7 ,"H" ,0 ,0 ,316 ,1.7709 ,5.8686 ,5.4727 ,0.3959 ,0.0674607231707733 ,18.721371215303 ,NA ,FALSE ,25 ,"Far" ,"Ambient"
"121" ,5 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,326 ,1.78129 ,5.08441 ,4.81711 ,0.267300000000001 ,0.0525724715355372 ,13.2926467230474 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"122" ,5 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,327 ,1.78414 ,4.28416 ,4.03546 ,0.248699999999999 ,0.0580510531819539 ,14.1474894525078 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"123" ,5 ,"Porites" ,3 ,2 ,"H" ,0 ,0 ,328 ,1.78271 ,2.13779 ,2.01389 ,0.1239 ,0.0579570491021101 ,8.84809541009685 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"124" ,6 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,149 ,0.99863 ,4.64527 ,4.40717 ,0.2381 ,0.0512564393458292 ,11.4157779996936 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"125" ,6 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,150 ,0.99918 ,2.82592 ,2.62712 ,0.1988 ,0.0703487713735703 ,8.4758760666418 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"126" ,6 ,"Porites" ,3 ,3 ,"H" ,0 ,0 ,151 ,1.00585 ,3.25385 ,3.04555 ,0.208299999999999 ,0.0640164727937672 ,9.35279960461218 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"127" ,7 ,"Porites" ,1 ,2 ,"H" ,0 ,0 ,337 ,2.41795 ,3.10895 ,2.95025 ,0.158700000000001 ,0.0510461731452743 ,7.50747489341551 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"128" ,7 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,338 ,2.80436 ,2.64154 ,2.45914 ,0.1824 ,0.069050629557001 ,8.40647923989595 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"129" ,7 ,"Porites" ,3 ,7 ,"C" ,0 ,5 ,339 ,2.74379 ,6.78311 ,6.37351 ,0.409599999999999 ,0.0603852804981785 ,20.1976309842603 ,NA ,TRUE ,29 ,"Far" ,"Medium"
"130" ,8 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,320 ,1.76282 ,5.17128 ,4.89168 ,0.2796 ,0.0540678516730868 ,15.6647564372695 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"131" ,8 ,"Porites" ,2 ,2 ,"H" ,0 ,0 ,321 ,1.77339 ,2.27831 ,2.10041 ,0.1779 ,0.0780841939858931 ,7.8229150149876 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"132" ,8 ,"Porites" ,3 ,7 ,"H" ,0 ,0 ,322 ,1.78556 ,7.51014 ,7.09414 ,0.416 ,0.0553917769841841 ,20.0619917319843 ,NA ,FALSE ,29 ,"Far" ,"Medium"
"133" ,9 ,"Porites" ,1 ,4 ,"C" ,0 ,5 ,15 ,2.6698 ,5.0871 ,4.8517 ,0.2354 ,0.0462739085136916 ,15.0938098172241 ,NA ,TRUE ,33 ,"Far" ,"High"
"134" ,9 ,"Porites" ,2 ,6 ,"H" ,0 ,0 ,16 ,2.6588 ,5.9331 ,5.5586 ,0.374500000000001 ,0.0631204597933628 ,19.2576194219755 ,NA ,FALSE ,33 ,"Far" ,"High"
"135" ,9 ,"Porites" ,3 ,9 ,"C" ,0 ,5 ,17 ,2.6591 ,8.7909 ,8.2744 ,0.516499999999999 ,0.0587539387320978 ,26.27931652817 ,NA ,TRUE ,33 ,"Far" ,"High"
"136" ,10 ,"Porites" ,1 ,6 ,"H" ,0 ,0 ,143 ,1.32085 ,7.46235 ,6.93505 ,0.5273 ,0.070661386828546 ,18.0242485466287 ,NA ,FALSE ,33 ,"Far" ,"High"
"137" ,10 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,144 ,1.03595 ,3.34885 ,3.07975 ,0.2691 ,0.0803559430849396 ,11.2801387474176 ,NA ,FALSE ,33 ,"Far" ,"High"
"138" ,10 ,"Porites" ,3 ,6 ,"H" ,0 ,0 ,145 ,0.98614 ,5.94736 ,5.59636 ,0.351000000000001 ,0.0590177826800464 ,15.0307217929096 ,NA ,FALSE ,33 ,"Far" ,"High"
"139" ,11 ,"Porites" ,1 ,2 ,"C" ,0 ,50 ,275 ,0.9881 ,2.9799 ,2.8483 ,0.1316 ,0.0441625557904627 ,6.37189045575602 ,NA ,TRUE ,33 ,"Far" ,"High"
"140" ,11 ,"Porites" ,2 ,5 ,"H" ,0 ,0 ,276 ,1.01006 ,5.75424 ,5.27774 ,0.476500000000001 ,0.0828085029473919 ,18.4090854949466 ,NA ,FALSE ,33 ,"Far" ,"High"
"141" ,11 ,"Porites" ,3 ,6 ,"H" ,0 ,0 ,277 ,1.0358 ,5.0904 ,4.768 ,0.3224 ,0.0633349049190633 ,17.3870595010531 ,NA ,FALSE ,33 ,"Far" ,"High"
"142" ,12 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,137 ,1.32271 ,3.60879 ,3.41479 ,0.194 ,0.0537576306739932 ,8.78185298456672 ,NA ,FALSE ,33 ,"Far" ,"High"
"143" ,12 ,"Porites" ,2 ,2 ,"H" ,0 ,0 ,138 ,1.35834 ,2.17506 ,2.01246 ,0.1626 ,0.0747565584397671 ,6.52645611532635 ,NA ,FALSE ,33 ,"Far" ,"High"
"144" ,12 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,139 ,1.34821 ,4.80829 ,4.51759 ,0.2907 ,0.0604580838510157 ,13.4409035801864 ,NA ,FALSE ,33 ,"Far" ,"High"
"145" ,13 ,"Porites" ,1 ,2 ,"C" ,0 ,90 ,217 ,0.99188 ,3.72422 ,3.59742 ,0.1268 ,0.0340473978443809 ,7.00907950133164 ,NA ,TRUE ,13 ,"Mid" ,"Ambient"
"146" ,13 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,218 ,1.00731 ,3.26629 ,3.07079 ,0.1955 ,0.0598538402897477 ,10.8132873674909 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"147" ,13 ,"Porites" ,3 ,3 ,"H" ,0 ,0 ,219 ,0.98711 ,3.28119 ,3.09069 ,0.1905 ,0.0580582044928822 ,10.2328775437983 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"148" ,14 ,"Porites" ,1 ,9 ,"H" ,0 ,0 ,281 ,0.99942 ,11.77928 ,11.25598 ,0.523300000000001 ,0.04442546573305 ,23.5507594765715 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"149" ,14 ,"Porites" ,2 ,5 ,"H" ,5 ,0 ,282 ,1.0031 ,5.7381 ,5.4168 ,0.3213 ,0.0559941444031996 ,22.7747767775042 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"150" ,14 ,"Porites" ,3 ,4 ,"H" ,5 ,0 ,283 ,1.00464 ,3.91886 ,3.69546 ,0.2234 ,0.0570063743027309 ,18.7970768444803 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"151" ,15 ,"Porites" ,1 ,6 ,"C" ,0 ,40 ,235 ,1.00208 ,5.49102 ,5.23722 ,0.2538 ,0.0462209207032573 ,NA ,NA ,TRUE ,13 ,"Mid" ,"Ambient"
"152" ,15 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,236 ,0.98915 ,3.87755 ,3.63225 ,0.245299999999999 ,0.0632615955951566 ,11.7091373127556 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"153" ,15 ,"Porites" ,3 ,3 ,"H" ,0 ,0 ,237 ,1.00819 ,3.53201 ,3.32371 ,0.208299999999999 ,0.0589749179645583 ,10.9236914100412 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"154" ,16 ,"Porites" ,1 ,3 ,"H" ,0 ,0 ,241 ,0.99799 ,3.06481 ,2.90701 ,0.1578 ,0.0514876941800635 ,8.26453118518851 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"155" ,16 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,242 ,0.98108 ,2.61402 ,2.46642 ,0.1476 ,0.056464755434159 ,8.63359612742785 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"156" ,16 ,"Porites" ,3 ,7 ,"H" ,0 ,0 ,243 ,0.99143 ,7.69787 ,7.26847 ,0.429399999999999 ,0.0557816642785601 ,19.1440609782095 ,NA ,FALSE ,13 ,"Mid" ,"Ambient"
"157" ,17 ,"Porites" ,1 ,6 ,"C" ,10 ,5 ,291 ,1.00054 ,7.43926 ,7.09546 ,0.3438 ,0.046214274000371 ,12.0782022549949 ,NA ,TRUE ,5 ,"Near" ,"Medium"
"158" ,17 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,290 ,0.98723 ,2.55527 ,2.42277 ,0.1325 ,0.0518536201653838 ,6.40658886912895 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"159" ,17 ,"Porites" ,3 ,5 ,"C" ,5 ,5 ,289 ,0.98785 ,4.21995 ,3.99265 ,0.2273 ,0.0538631974312491 ,9.29917478394492 ,NA ,TRUE ,5 ,"Near" ,"Medium"
"160" ,18 ,"Porites" ,1 ,8 ,"H" ,0 ,0 ,288 ,0.99472 ,10.76808 ,10.24288 ,0.525200000000002 ,0.0487737832556966 ,22.2700725829889 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"161" ,18 ,"Porites" ,2 ,7 ,"H" ,0 ,0 ,287 ,0.9808 ,6.1467 ,5.8188 ,0.327900000000001 ,0.0533456976914443 ,18.2545198353763 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"162" ,18 ,"Porites" ,3 ,4 ,"C" ,0 ,40 ,286 ,1.01991 ,2.54659 ,2.41309 ,0.133500000000001 ,0.0524230441492351 ,4.77891784181702 ,NA ,TRUE ,5 ,"Near" ,"Medium"
"163" ,19 ,"Porites" ,1 ,7 ,"H" ,0 ,0 ,262 ,0.99847 ,9.39543 ,8.97913 ,0.4163 ,0.044308775649438 ,16.1252990147647 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"164" ,19 ,"Porites" ,2 ,5 ,"H" ,0 ,0 ,263 ,1.04466 ,4.85504 ,4.58324 ,0.271800000000001 ,0.0559830609016611 ,16.8855097077535 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"165" ,19 ,"Porites" ,3 ,9 ,"C" ,0 ,10 ,264 ,1.02352 ,8.33258 ,7.88708 ,0.445499999999999 ,0.0534648332209231 ,18.0936453733746 ,NA ,TRUE ,5 ,"Near" ,"Medium"
"166" ,20 ,"Porites" ,1 ,9 ,"C" ,0 ,5 ,191 ,0.97748 ,11.32902 ,10.95272 ,0.376300000000001 ,0.0332155826364505 ,22.3773222243234 ,NA ,TRUE ,5 ,"Near" ,"Medium"
"167" ,20 ,"Porites" ,2 ,1 ,"H" ,0 ,0 ,192 ,0.99344 ,1.90676 ,1.79316 ,0.1136 ,0.0595775031991441 ,7.43807806666965 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"168" ,20 ,"Porites" ,3 ,9 ,"H" ,0 ,0 ,193 ,1.01087 ,7.90393 ,7.49323 ,0.4107 ,0.0519614925739474 ,19.8979628687668 ,NA ,FALSE ,5 ,"Near" ,"Medium"
"169" ,21 ,"Porites" ,1 ,6 ,"H" ,0 ,0 ,172 ,0.99778 ,7.84552 ,7.50762 ,0.337899999999999 ,0.0430691655874944 ,21.4593914705487 ,NA ,FALSE ,9 ,"Near" ,"High"
"170" ,21 ,"Porites" ,2 ,2 ,"C" ,0 ,3 ,173 ,0.99625 ,2.58585 ,2.44115 ,0.1447 ,0.0559583889243383 ,6.91129306364428 ,NA ,TRUE ,9 ,"Near" ,"High"
"171" ,21 ,"Porites" ,3 ,7 ,"C" ,0 ,5 ,187 ,1.01636 ,5.16214 ,4.90284 ,0.2593 ,0.0502311057042234 ,12.1381358780936 ,NA ,TRUE ,9 ,"Near" ,"High"
"172" ,22 ,"Porites" ,1 ,3 ,"H" ,0 ,0 ,285 ,1.01072 ,3.13238 ,2.97438 ,0.157999999999999 ,0.0504408788205772 ,7.62103333718146 ,NA ,FALSE ,9 ,"Near" ,"High"
"173" ,22 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,310 ,0.99991 ,2.78619 ,2.60389 ,0.1823 ,0.0654298522354899 ,7.99009827942081 ,NA ,FALSE ,9 ,"Near" ,"High"
"174" ,22 ,"Porites" ,3 ,3 ,"C" ,0 ,20 ,309 ,0.98685 ,2.25955 ,2.11995 ,0.1396 ,0.0617822132725543 ,5.76309102112191 ,NA ,TRUE ,9 ,"Near" ,"High"
"175" ,23 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,183 ,1.00733 ,4.32787 ,4.09157 ,0.2363 ,0.0545996067349527 ,10.2991199693284 ,NA ,FALSE ,9 ,"Near" ,"High"
"176" ,23 ,"Porites" ,2 ,5 ,"C" ,0 ,5 ,184 ,1.00117 ,5.61413 ,5.35533 ,0.258800000000001 ,0.0460979706561837 ,14.0749382245462 ,NA ,TRUE ,9 ,"Near" ,"High"
"177" ,23 ,"Porites" ,3 ,10 ,"C" ,0 ,5 ,185 ,0.99472 ,8.25128 ,7.82348 ,0.427800000000002 ,0.0518465013912995 ,20.5793135313625 ,NA ,TRUE ,9 ,"Near" ,"High"
"178" ,24 ,"Porites" ,1 ,5 ,"H" ,0 ,0 ,305 ,0.99451 ,5.29199 ,5.10919 ,0.1828 ,0.0345427712448437 ,12.1539078841723 ,NA ,FALSE ,9 ,"Near" ,"High"
"179" ,24 ,"Porites" ,2 ,8 ,"C" ,0 ,5 ,304 ,1.01713 ,7.71107 ,7.32077 ,0.3903 ,0.0506155436275381 ,19.8758820602568 ,NA ,TRUE ,9 ,"Near" ,"High"
"180" ,24 ,"Porites" ,3 ,5 ,"C" ,0 ,10 ,303 ,1.0085 ,4.1868 ,3.9364 ,0.2504 ,0.059807012515525 ,NA ,NA ,TRUE ,9 ,"Near" ,"High"
"181" ,25 ,"Porites" ,1 ,5 ,"C" ,0 ,60 ,177 ,1.02557 ,5.18253 ,4.99583 ,0.1867 ,0.0360248758810851 ,2.9115123221103 ,"Low outlier in SA" ,TRUE ,1 ,"Near" ,"Ambient"
"182" ,25 ,"Porites" ,2 ,4 ,"C" ,0 ,20 ,178 ,1.00225 ,4.28855 ,4.05605 ,0.2325 ,0.0542141283184293 ,NA ,NA ,TRUE ,1 ,"Near" ,"Ambient"
"183" ,25 ,"Porites" ,3 ,11 ,"C" ,0 ,10 ,179 ,1.03203 ,9.38757 ,8.93277 ,0.454800000000001 ,0.0484470422058105 ,22.8473280054658 ,NA ,TRUE ,1 ,"Near" ,"Ambient"
"184" ,26 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,206 ,1.05689 ,4.62431 ,4.40281 ,0.2215 ,0.0478990379105207 ,11.3369179693006 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"185" ,26 ,"Porites" ,2 ,4 ,"H" ,0 ,0 ,207 ,1.02429 ,3.70361 ,3.54201 ,0.1616 ,0.0436331039175291 ,NA ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"186" ,26 ,"Porites" ,3 ,8 ,"H" ,0 ,0 ,208 ,1.00197 ,7.43093 ,7.00333 ,0.4276 ,0.057543268473798 ,26.4811982059761 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"187" ,27 ,"Porites" ,1 ,3 ,"H" ,0 ,0 ,171 ,1.00338 ,5.87522 ,5.60002 ,0.2752 ,0.046840799153053 ,12.9172729783767 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"188" ,27 ,"Porites" ,2 ,4 ,"C" ,0 ,50 ,170 ,1.01088 ,3.57782 ,3.40992 ,0.1679 ,0.046928017619668 ,NA ,NA ,TRUE ,1 ,"Near" ,"Ambient"
"189" ,27 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,169 ,1.03038 ,3.95892 ,3.73882 ,0.2201 ,0.0555959706182495 ,11.2012787170246 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"190" ,28 ,"Porites" ,1 ,5 ,"H" ,0 ,0 ,186 ,0.98854 ,6.44916 ,6.20246 ,0.246700000000001 ,0.0382530438072556 ,15.9707333551944 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"191" ,28 ,"Porites" ,2 ,3 ,"C" ,0 ,35 ,295 ,1.00937 ,2.81163 ,2.66783 ,0.1438 ,0.0511447096524081 ,10.778588954118 ,NA ,TRUE ,1 ,"Near" ,"Ambient"
"192" ,28 ,"Porites" ,3 ,4 ,"H" ,0 ,0 ,296 ,1.01088 ,3.55942 ,3.34282 ,0.2166 ,0.0608526108186164 ,11.4946380300866 ,NA ,FALSE ,1 ,"Near" ,"Ambient"
"193" ,29 ,"Porites" ,1 ,3 ,"H" ,0 ,0 ,211 ,1.03517 ,4.38783 ,4.17593 ,0.2119 ,0.0482926640275489 ,11.2675211425547 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"194" ,29 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,212 ,1.01333 ,3.41407 ,3.22567 ,0.1884 ,0.0551834028007626 ,12.0687390513478 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"195" ,29 ,"Porites" ,3 ,8 ,"C" ,0 ,5 ,213 ,1.02349 ,6.74751 ,6.38411 ,0.3634 ,0.053856904250605 ,18.2545198353763 ,NA ,TRUE ,17 ,"Mid" ,"Medium"
"196" ,30 ,"Porites" ,1 ,6 ,"H" ,0 ,0 ,229 ,0.99711 ,7.10029 ,6.78799 ,0.3123 ,0.0439841189585215 ,17.6267939934479 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"197" ,30 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,230 ,1.01599 ,3.61451 ,3.39571 ,0.2188 ,0.0605337929622549 ,10.9520810209826 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"198" ,30 ,"Porites" ,3 ,3 ,"H" ,0 ,0 ,231 ,0.99485 ,2.42585 ,2.26865 ,0.1572 ,0.0648020281550797 ,7.65888615177011 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"199" ,31 ,"Porites" ,1 ,3 ,"H" ,0 ,0 ,272 ,0.997 ,4.8849 ,4.6195 ,0.2654 ,0.0543306925423242 ,14.2515846926266 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"200" ,31 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,273 ,1.00456 ,2.65924 ,2.50454 ,0.1547 ,0.0581745160271356 ,9.1729987353161 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"201" ,31 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,274 ,0.99548 ,4.54022 ,4.29192 ,0.2483 ,0.0546889798291714 ,11.636586084794 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"202" ,32 ,"Porites" ,1 ,4 ,"H" ,0 ,0 ,197 ,0.99193 ,3.64607 ,3.44687 ,0.1992 ,0.0546341677477394 ,9.80703337967599 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"203" ,32 ,"Porites" ,2 ,2 ,"C" ,10 ,0 ,198 ,1.03449 ,2.50281 ,2.35921 ,0.1436 ,0.0573755099268423 ,8.71876496025231 ,NA ,TRUE ,17 ,"Mid" ,"Medium"
"204" ,32 ,"Porites" ,3 ,7 ,"H" ,0 ,0 ,199 ,1.00528 ,8.33612 ,8.00882 ,0.327300000000001 ,0.0392628704961062 ,14.8509209236136 ,NA ,FALSE ,17 ,"Mid" ,"Medium"
"205" ,33 ,"Porites" ,1 ,7 ,"C" ,0 ,10 ,245 ,1.01704 ,8.44096 ,8.08796 ,0.353 ,0.0418198877852756 ,21.42153865596 ,NA ,TRUE ,21 ,"Mid" ,"High"
"206" ,33 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,246 ,0.99065 ,3.37045 ,3.18255 ,0.187900000000001 ,0.055749232298358 ,11.7596077322072 ,NA ,FALSE ,21 ,"Mid" ,"High"
"207" ,33 ,"Porites" ,3 ,6 ,"H" ,0 ,3 ,247 ,1.01485 ,5.18265 ,4.91215 ,0.2705 ,0.052193375975611 ,13.6270132519139 ,NA ,FALSE ,21 ,"Mid" ,"High"
"208" ,34 ,"Porites" ,1 ,8 ,"C" ,0 ,0 ,253 ,1.01265 ,9.99765 ,9.53885 ,0.4588 ,0.0458907843343186 ,21.8726180298081 ,NA ,TRUE ,21 ,"Mid" ,"High"
"209" ,34 ,"Porites" ,2 ,5 ,"H" ,0 ,0 ,254 ,1.01366 ,4.01344 ,3.78654 ,0.2269 ,0.056535042258013 ,13.9519165771331 ,NA ,FALSE ,21 ,"Mid" ,"High"
"210" ,34 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,255 ,1.00358 ,5.75362 ,5.37382 ,0.379799999999999 ,0.0660106159252783 ,15.0212585892625 ,NA ,FALSE ,21 ,"Mid" ,"High"
"211" ,35 ,"Porites" ,1 ,6 ,"C" ,0 ,5 ,265 ,0.98457 ,5.08863 ,4.76593 ,0.3227 ,0.063415889935012 ,15.286228291383 ,NA ,TRUE ,21 ,"Mid" ,"High"
"212" ,35 ,"Porites" ,2 ,6 ,"H" ,0 ,0 ,266 ,0.99991 ,6.33559 ,6.02819 ,0.307399999999999 ,0.048519553822138 ,19.3585602608786 ,NA ,FALSE ,21 ,"Mid" ,"High"
"213" ,35 ,"Porites" ,3 ,8 ,"H" ,0 ,0 ,267 ,1.02043 ,9.80067 ,9.39127 ,0.4094 ,0.0417726543185313 ,18.235593428082 ,NA ,FALSE ,21 ,"Mid" ,"High"
"214" ,36 ,"Porites" ,1 ,6 ,"C" ,0 ,10 ,223 ,0.98912 ,7.09168 ,6.75038 ,0.3413 ,0.0481268190330077 ,20.901062455366 ,NA ,TRUE ,21 ,"Mid" ,"High"
"215" ,36 ,"Porites" ,2 ,3 ,"H" ,0 ,0 ,224 ,0.9441 ,3.4492 ,3.2298 ,0.2194 ,0.0636089528006495 ,NA ,NA ,FALSE ,21 ,"Mid" ,"High"
"216" ,36 ,"Porites" ,3 ,5 ,"H" ,0 ,0 ,225 ,0.98473 ,5.18597 ,4.88077 ,0.3052 ,0.0588510924667902 ,16.8918185101849 ,NA ,FALSE ,21 ,"Mid" ,"High"
