Date,Tank,Experiment,Aquarium,Substrate,NutLevel,NN,Time,Flow,TankTA,HeaderTA,TankTemp ,TankpH,TankSalinity,HeaderTemp,HeaderpH,HeaderSalinity
12/5/2015,1,2,38,Mixed,Ambient,0,22:00,34,2166.683845,2164.956432,25.53,7.877543753,38.53536637,25.44,7.910877523,38.01442744
12/5/2015,1,2,39,Mixed,Ambient,0,22:00,33,2152.178491,2164.956432,25.7,7.87178307,38.46576379,25.44,7.910877523,38.01442744
12/5/2015,1,2,40,Mixed,Ambient,0,22:00,35,2155.901788,2164.956432,25.55,7.880637219,38.59299727,25.44,7.910877523,38.01442744
12/5/2015,1,2,41,Mixed,Med,3,22:00,29,2166.813272,2170.402856,25.71,7.880074372,38.45730646,25.47,7.853071621,38.43696536
12/5/2015,1,2,42,Mixed,Med,3,22:00,25,2184.457856,2170.402856,25.62,7.903268736,38.38456768,25.47,7.853071621,38.43696536
12/5/2015,1,2,43,Mixed,Med,3,22:00,29,2179.04217,2170.402856,25.37,7.883168707,38.746607,25.47,7.853071621,38.43696536
12/5/2015,1,2,44,Mixed,Med,3,22:00,31,2148.670923,2170.402856,25.61,7.867985445,38.2441173,25.47,7.853071621,38.43696536
12/5/2015,1,2,45,Mixed,High,6,22:00,31,2172.127851,2164.583271,25.69,7.846626838,38.47422423,25.5,7.795277281,38.48619045
12/5/2015,1,2,46,Mixed,High,6,22:00,26,2169.548886,2164.583271,25.69,7.861804771,38.32549436,25.5,7.795277281,38.48619045
12/5/2015,1,2,47,Mixed,High,6,22:00,33,2170.893291,2164.583271,25.67,7.823294104,38.56559011,25.5,7.795277281,38.48619045
12/5/2015,1,2,48,Mixed,High,6,22:00,28,2163.628164,2164.583271,25.7,7.859978407,38.54014875,25.5,7.795277281,38.48619045
12/5/2015,2,2,49,Mixed,Ambient,0,22:00,36,2167.172733,2164.956432,25.33,7.870223662,38.40618151,25.44,7.910877523,38.01442744
12/5/2015,2,2,50,Mixed,Ambient,0,22:00,35,2159.768289,2164.956432,25.49,7.869667945,38.56937097,25.44,7.910877523,38.01442744
12/5/2015,2,2,51,Mixed,Ambient,0,22:00,37,2165.150445,2164.956432,25.21,7.887109122,38.43320766,25.44,7.910877523,38.01442744
12/5/2015,2,2,52,Mixed,Ambient,0,22:00,37,2164.609255,2164.956432,25.44,7.870369148,38.46241826,25.44,7.910877523,38.01442744
12/5/2015,2,2,53,Mixed,Med,3,22:00,27,2167.876894,2170.402856,25.26,7.869516541,38.61572784,25.47,7.853071621,38.43696536
12/5/2015,2,2,54,Mixed,Med,3,22:00,29,2167.536704,2170.402856,25.67,7.860398201,37.89655579,25.47,7.853071621,38.43696536
12/5/2015,2,2,55,Mixed,Med,3,22:00,31,2177.199864,2170.402856,25.37,7.864598015,38.3722495,25.47,7.853071621,38.43696536
12/5/2015,2,2,56,Mixed,Med,3,22:00,30,2158.030612,2170.402856,25.42,7.841954302,38.32990475,25.47,7.853071621,38.43696536
12/5/2015,2,2,57,Mixed,High,6,22:00,28,2164.531683,2164.583271,25.42,7.850394112,38.47940249,25.5,7.795277281,38.48619045
12/5/2015,2,2,58,Mixed,High,6,22:00,30,2158.737632,2164.583271,25.5,7.850965107,38.48619045,25.5,7.795277281,38.48619045
12/5/2015,2,2,59,Mixed,High,6,22:00,28,2165.452019,2164.583271,25.53,7.842109605,38.4607427,25.5,7.795277281,38.48619045
12/5/2015,2,2,60,Mixed,High,6,22:00,29,2174.924711,2164.583271,25.28,7.830394796,38.59864315,25.5,7.795277281,38.48619045
12/5/2015,3,2,61,Mixed,Ambient,0,22:00,33,2151.534866,2164.956432,25.37,7.876415728,38.52191783,25.44,7.910877523,38.01442744
12/5/2015,3,2,62,Mixed,Ambient,0,22:00,33,2159.517455,2164.956432,25.44,7.873744846,32.41734315,25.44,7.910877523,38.01442744
12/5/2015,3,2,63,Mixed,Ambient,0,22:00,39,2167.022815,2164.956432,25.47,7.866573056,38.43696536,25.44,7.910877523,38.01442744
12/5/2015,3,2,64,Mixed,Ambient,0,22:00,35,2167.266881,2164.956432,25.51,7.866012583,38.55236242,25.44,7.910877523,38.01442744
12/5/2015,3,2,65,Mixed,Med,3,22:00,29,2177.942324,2170.402856,25.31,7.88232423,38.57303975,25.47,7.853071621,38.43696536
12/5/2015,3,2,66,Mixed,Med,3,22:00,29,2180.531614,2170.402856,25.44,7.873744846,38.46241826,25.47,7.853071621,38.43696536
12/5/2015,3,2,67,Mixed,Med,3,22:00,30,2159.016136,2170.402856,25.46,7.839709409,38.29608503,25.47,7.853071621,38.43696536
12/5/2015,3,2,68,Mixed,Med,3,22:00,29,2156.177823,2170.402856,25.49,7.862917679,38.49467927,25.47,7.853071621,38.43696536
12/5/2015,3,2,69,Mixed,High,6,22:00,29,2170.951632,2164.583271,25.35,7.807473956,38.38920925,25.5,7.795277281,38.48619045
12/5/2015,3,2,70,Mixed,High,6,22:00,30,2168.197582,2164.583271,25.28,7.833772304,38.44866694,25.5,7.795277281,38.48619045
12/5/2015,3,2,71,Mixed,High,6,22:00,29,2177.626476,2164.583271,25.34,7.849822454,38.39769381,25.5,7.795277281,38.48619045
12/5/2015,3,2,72,Mixed,High,6,22:00,31,2158.745897,2164.583271,25.47,7.834507147,38.36228922,25.5,7.795277281,38.48619045
12/6/2015,1,2,37,Mixed,Ambient,0,2:00,,2139.780968,2184.506828,25.29,7.81168023,38.36523004,25.1,7.892037617,38.45177049
12/6/2015,1,2,38,Mixed,Ambient,0,2:00,,2173.27133,2184.506828,25.3,7.818296524,38.20698893,25.1,7.892037617,38.45177049
12/6/2015,1,2,39,Mixed,Ambient,0,2:00,,2168.710715,2184.506828,25.34,7.83293831,38.32284577,25.1,7.892037617,38.45177049
12/6/2015,1,2,40,Mixed,Ambient,0,2:00,,2146.083059,2184.506828,25.25,7.820677962,38.32421671,25.1,7.892037617,38.45177049
12/6/2015,1,2,41,Mixed,Med,3,2:00,,2148.483888,2139.240801,25.3,7.803098758,38.28185546,25.13,7.888235583,38.42620317
12/6/2015,1,2,42,Mixed,Med,3,2:00,,2155.093913,2139.240801,25.34,7.762024904,38.39769381,25.13,7.888235583,38.42620317
12/6/2015,1,2,43,Mixed,Med,3,2:00,,2143.14443,2139.240801,25.25,7.776765947,38.24926465,25.13,7.888235583,38.42620317
12/6/2015,1,2,44,Mixed,Med,3,2:00,,2190.582721,2139.240801,25.3,7.787900991,38.43166336,25.13,7.888235583,38.42620317
12/6/2015,1,2,45,Mixed,High,6,2:00,,2149.459881,2178.149693,25.28,7.729069562,37.47625585,25.15,7.884574965,38.40917403
12/6/2015,1,2,46,Mixed,High,6,2:00,,2159.582624,2178.149693,25.32,7.731904638,38.41467233,25.15,7.884574965,38.40917403
12/6/2015,1,2,47,Mixed,High,6,2:00,,2185.104028,2178.149693,25.29,7.722179273,38.44016358,25.15,7.884574965,38.40917403
12/6/2015,1,2,48,Mixed,High,6,2:00,,2147.761495,2178.149693,25.29,7.72386797,38.44016358,25.15,7.884574965,38.40917403
12/6/2015,2,2,49,Mixed,Ambient,0,2:00,,2183.092111,2184.506828,25.17,7.836991023,38.3170682,25.1,7.892037617,38.45177049
12/6/2015,2,2,50,Mixed,Ambient,0,2:00,,2178.397922,2184.506828,25.24,7.834328375,38.33269834,25.1,7.892037617,38.45177049
12/6/2015,2,2,51,Mixed,Ambient,0,2:00,,2185.501133,2184.506828,24.97,7.854988555,38.41204745,25.1,7.892037617,38.45177049
12/6/2015,2,2,52,Mixed,Ambient,0,2:00,,2161.679589,2184.506828,25.19,7.838402077,37.85029492,25.1,7.892037617,38.45177049
12/6/2015,2,2,53,Mixed,Med,3,2:00,,2153.004783,2139.240801,25.2,7.784208306,38.51680682,25.13,7.888235583,38.42620317
12/6/2015,2,2,54,Mixed,Med,3,2:00,,2183.125142,2139.240801,25.23,7.790552444,38.41619444,25.13,7.888235583,38.42620317
12/6/2015,2,2,55,Mixed,Med,3,2:00,,2179.412544,2139.240801,25.23,7.792241481,38.41619444,25.13,7.888235583,38.42620317
12/6/2015,2,2,56,Mixed,Med,3,2:00,,2147.557811,2139.240801,25.27,7.77818057,38.38220564,25.13,7.888235583,38.42620317
12/6/2015,2,2,57,Mixed,High,6,2:00,,2184.756114,2178.149693,25.22,7.767042694,38.19968908,25.15,7.884574965,38.40917403
12/6/2015,2,2,58,Mixed,High,6,2:00,,2187.241986,2178.149693,25.23,7.766905927,38.19123546,25.15,7.884574965,38.40917403
12/6/2015,2,2,59,Mixed,High,6,2:00,,2190.642617,2178.149693,25.23,7.746637485,38.26619677,25.15,7.884574965,38.40917403
12/6/2015,2,2,60,Mixed,High,6,2:00,,2148.987174,2178.149693,25.22,7.750151759,38.34967099,25.15,7.884574965,38.40917403
12/6/2015,3,2,61,Mixed,Ambient,0,2:00,,2179.040373,2184.506828,25.2,7.829816887,38.36665617,25.1,7.892037617,38.45177049
12/6/2015,3,2,62,Mixed,Ambient,0,2:00,,2177.989485,2184.506828,25.21,7.827988868,38.50827833,25.1,7.892037617,38.45177049
12/6/2015,3,2,63,Mixed,Ambient,0,2:00,,2179.699921,2184.506828,25.21,7.827988868,38.43320766,25.1,7.892037617,38.45177049
12/6/2015,3,2,64,Mixed,Ambient,0,2:00,,2183.291963,2184.506828,25.26,7.827294864,38.1658933,25.1,7.892037617,38.45177049
12/6/2015,3,2,65,Mixed,Med,3,2:00,,2180.829108,2139.240801,25.16,7.806720336,38.4757957,25.13,7.888235583,38.42620317
12/6/2015,3,2,66,Mixed,Med,3,2:00,,2177.339637,2139.240801,25.2,7.811235614,38.36665617,25.13,7.888235583,38.42620317
12/6/2015,3,2,67,Mixed,Med,3,2:00,,2178.943118,2139.240801,25.2,7.819681647,38.44171898,25.13,7.888235583,38.42620317
12/6/2015,3,2,68,Mixed,Med,3,2:00,,2177.549468,2139.240801,25.2,7.796032753,38.44171898,25.13,7.888235583,38.42620317
12/6/2015,3,2,69,Mixed,High,6,2:00,,2186.733732,2178.149693,25.14,7.724208751,38.41768703,25.15,7.884574965,38.40917403
12/6/2015,3,2,70,Mixed,High,6,2:00,,2187.698293,2178.149693,25.15,7.752794755,38.48432275,25.15,7.884574965,38.40917403
12/6/2015,3,2,71,Mixed,High,6,2:00,,2186.699395,2178.149693,25.21,7.787449266,38.35816201,25.15,7.884574965,38.40917403
12/6/2015,3,2,72,Mixed,High,6,2:00,,2183.879234,2178.149693,25.16,7.747590173,38.40066418,25.15,7.884574965,38.40917403
12/6/2015,1,2,37,Mixed,Ambient,0,6:00,,2165.732167,2181.914642,24.96,7.789196153,38.34518173,24.83,7.890770767,38.15395045
12/6/2015,1,2,38,Mixed,Ambient,0,6:00,,2171.343092,2181.914642,24.94,7.814831339,38.06073748,24.83,7.890770767,38.15395045
12/6/2015,1,2,39,Mixed,Ambient,0,6:00,,2157.852351,2181.914642,25.02,7.822175821,37.69265012,24.83,7.890770767,38.15395045
12/6/2015,1,2,40,Mixed,Ambient,0,6:00,,2169.673265,2181.914642,24.94,7.802996578,38.58860951,24.83,7.890770767,38.15395045
12/6/2015,1,2,41,Mixed,Med,3,6:00,,2189.997588,2168.547364,24.98,7.778778465,37.87648064,24.82,7.884146211,38.16244321
12/6/2015,1,2,42,Mixed,Med,3,6:00,,2207.392454,2168.547364,25.08,7.743609518,38.0928619,24.82,7.884146211,38.16244321
12/6/2015,1,2,43,Mixed,Med,3,6:00,,2184.752889,2168.547364,24.95,7.753830553,38.05228238,24.82,7.884146211,38.16244321
12/6/2015,1,2,44,Mixed,Med,3,6:00,,2168.538829,2168.547364,24.96,7.752003687,38.26980604,24.82,7.884146211,38.16244321
12/6/2015,1,2,45,Mixed,High,6,6:00,,2196.622036,2178.50115,25,7.699058218,36.80978727,24.81,7.879212623,38.47333
12/6/2015,1,2,46,Mixed,High,6,6:00,,2186.398008,2178.50115,25.02,7.708930648,38.14360239,24.81,7.879212623,38.47333
12/6/2015,1,2,47,Mixed,High,6,6:00,,2172.276951,2178.50115,24.99,7.709335068,37.86807251,24.81,7.879212623,38.47333
12/6/2015,1,2,48,Mixed,High,6,6:00,,2184.803333,2178.50115,25,7.695677539,38.08528474,24.81,7.879212623,38.47333
12/6/2015,2,2,49,Mixed,Ambient,0,6:00,,2168.874649,2181.914642,24.91,7.822009796,37.70956909,24.83,7.890770767,38.15395045
12/6/2015,2,2,50,Mixed,Ambient,0,6:00,,2169.067106,2181.914642,24.96,7.865271653,38.19445558,24.83,7.890770767,38.15395045
12/6/2015,2,2,51,Mixed,Ambient,0,6:00,,2181.060076,2181.914642,24.69,7.841980592,38.04598345,24.83,7.890770767,38.15395045
12/6/2015,2,2,52,Mixed,Ambient,0,6:00,,2165.05826,2181.914642,24.88,7.819043527,37.13314,24.83,7.890770767,38.15395045
12/6/2015,2,2,53,Mixed,Med,3,6:00,,2194.377352,2168.547364,24.89,7.76141228,37.87694888,24.82,7.884146211,38.16244321
12/6/2015,2,2,54,Mixed,Med,3,6:00,,2173.746822,2168.547364,24.93,7.769319793,38.06919571,24.82,7.884146211,38.16244321
12/6/2015,2,2,55,Mixed,Med,3,6:00,,2163.537214,2168.547364,25,7.783575211,37.78451216,24.82,7.884146211,38.16244321
12/6/2015,2,2,56,Mixed,Med,3,6:00,,2180.483029,2168.547364,25.01,7.774986494,38.07683116,24.82,7.884146211,38.16244321
12/6/2015,2,2,57,Mixed,High,6,6:00,,2186.616068,2178.50115,24.91,7.740848984,38.08612156,24.81,7.879212623,38.47333
12/6/2015,2,2,58,Mixed,High,6,6:00,,2189.270264,2178.50115,24.94,7.759038896,38.13607198,24.81,7.879212623,38.47333
12/6/2015,2,2,59,Mixed,High,6,6:00,,2193.771943,2178.50115,24.97,7.719747759,38.3366638,24.81,7.879212623,38.47333
12/6/2015,2,2,60,Mixed,High,6,6:00,,2187.79113,2178.50115,24.94,7.743822775,37.68444392,24.81,7.879212623,38.47333
12/6/2015,3,2,61,Mixed,Ambient,0,6:00,,2148.31619,2181.914642,24.96,7.82131692,38.11913038,24.83,7.890770767,38.15395045
12/6/2015,3,2,62,Mixed,Ambient,0,6:00,,2166.159212,2181.914642,24.97,7.816106826,37.9601241,24.83,7.890770767,38.15395045
12/6/2015,3,2,63,Mixed,Ambient,0,6:00,,2160.423071,2181.914642,24.96,7.814554653,38.04383041,24.83,7.890770767,38.15395045
12/6/2015,3,2,64,Mixed,Ambient,0,6:00,,2179.819527,2181.914642,25.01,7.81555329,37.85126558,24.83,7.890770767,38.15395045
12/6/2015,3,2,65,Mixed,Med,3,6:00,,2182.778163,2168.547364,24.89,7.790158663,37.50060326,24.82,7.884146211,38.16244321
12/6/2015,3,2,66,Mixed,Med,3,6:00,,2172.512636,2168.547364,24.94,7.797924538,37.53410334,24.82,7.884146211,38.16244321
12/6/2015,3,2,67,Mixed,Med,3,6:00,,2171.659144,2168.547364,24.96,7.797648987,38.19445558,24.82,7.884146211,38.16244321
12/6/2015,3,2,68,Mixed,Med,3,6:00,,2194.658772,2168.547364,24.97,7.777225097,38.11066427,24.82,7.884146211,38.16244321
12/6/2015,3,2,69,Mixed,High,6,6:00,,2178.013825,2178.50115,24.88,7.719273321,38.18697213,24.81,7.879212623,38.47333
12/6/2015,3,2,70,Mixed,High,6,6:00,,2183.180995,2178.50115,24.9,7.730839406,37.56747191,24.81,7.879212623,38.47333
12/6/2015,3,2,71,Mixed,High,6,6:00,,2168.842507,2178.50115,25,7.768362152,38.16054092,24.81,7.879212623,38.47333
12/6/2015,3,2,72,Mixed,High,6,6:00,,2174.628638,2178.50115,24.92,7.718732808,37.85170155,24.81,7.879212623,38.47333
12/6/2015,1,2,37,Mixed,Ambient,0,10:00,37,2160.727181,2178.622987,25.47,7.866573056,38.36228922,25.02,7.916828503,38.14360239
12/6/2015,1,2,38,Mixed,Ambient,0,10:00,33,2173.409588,2178.622987,25.32,7.885560648,38.19010045,25.02,7.916828503,38.14360239
12/6/2015,1,2,39,Mixed,Ambient,0,10:00,35,2153.347714,2178.622987,25.51,7.899761651,37.88133508,25.02,7.916828503,38.14360239
12/6/2015,1,2,40,Mixed,Ambient,0,10:00,36,2153.544875,2178.622987,25.51,7.889636931,38.17932175,25.02,7.916828503,38.14360239
12/6/2015,1,2,41,Mixed,Med,3,10:00,30,2170.576864,2178.830605,25.45,7.882043447,38.45393084,25.01,7.932182827,38.37793809
12/6/2015,1,2,42,Mixed,Med,3,10:00,27,2172.934322,2178.830605,25.48,7.891747275,38.27919384,25.01,7.932182827,38.37793809
12/6/2015,1,2,43,Mixed,Med,3,10:00,29,2163.324541,2178.830605,25.5,7.883027795,38.11318872,25.01,7.932182827,38.37793809
12/6/2015,1,2,44,Mixed,Med,3,10:00,31,2153.146922,2178.830605,25.59,7.890196843,38.26096179,25.01,7.932182827,38.37793809
12/6/2015,1,2,45,Mixed,High,6,10:00,31,2163.232328,2198.509003,25.56,7.843378857,38.43532302,24.95,7.936417876,38.27830983
12/6/2015,1,2,46,Mixed,High,6,10:00,27,2189.808182,2198.509003,25.43,7.824935952,38.39616456,24.95,7.936417876,38.27830983
12/6/2015,1,2,47,Mixed,High,6,10:00,35,2159.605918,2198.509003,25.53,7.887667795,38.4607427,24.95,7.936417876,38.27830983
12/6/2015,1,2,48,Mixed,High,6,10:00,30,2168.510683,2198.509003,25.61,7.867985445,38.31855588,24.95,7.936417876,38.27830983
12/6/2015,2,2,49,Mixed,Ambient,0,10:00,38,2164.93905,2178.622987,25.41,7.918054436,38.41312095,25.02,7.916828503,38.14360239
12/6/2015,2,2,50,Mixed,Ambient,0,10:00,36,2173.951721,2178.622987,25.4,7.886122856,38.34683329,25.02,7.916828503,38.14360239
12/6/2015,2,2,51,Mixed,Ambient,0,10:00,38,2165.367984,2178.622987,25.13,7.915269234,38.42620317,25.02,7.916828503,38.14360239
12/6/2015,2,2,52,Mixed,Ambient,0,10:00,39,2180.057547,2178.622987,25.49,7.898356573,38.34537024,25.02,7.916828503,38.14360239
12/6/2015,2,2,53,Mixed,Med,3,10:00,28,2190.234367,2178.830605,25.36,7.9069456,38.38072781,25.01,7.932182827,38.37793809
12/6/2015,2,2,54,Mixed,Med,3,10:00,30,2171.365352,2178.830605,25.36,7.884997683,38.38072781,25.01,7.932182827,38.37793809
12/6/2015,2,2,55,Mixed,Med,3,10:00,32,2157.447497,2178.830605,25.37,7.903427644,38.44707122,25.01,7.932182827,38.37793809
12/6/2015,2,2,56,Mixed,Med,3,10:00,31,2178.380351,2178.830605,25.38,7.86952253,38.13950964,25.01,7.932182827,38.37793809
12/6/2015,2,2,57,Mixed,High,6,10:00,30,2184.194473,2198.509003,25.44,7.944634503,38.38769105,24.95,7.936417876,38.27830983
12/6/2015,2,2,58,Mixed,High,6,10:00,31,2176.875286,2198.509003,25.55,7.917756221,38.36922816,24.95,7.936417876,38.27830983
12/6/2015,2,2,59,Mixed,High,6,10:00,28,2166.611665,2198.509003,25.42,7.84870615,38.10584449,24.95,7.936417876,38.27830983
12/6/2015,2,2,60,Mixed,High,6,10:00,30,2178.668816,2198.509003,25.33,7.887108372,38.33131637,24.95,7.936417876,38.27830983
12/6/2015,3,2,61,Mixed,Ambient,0,10:00,33,2163.606494,2178.622987,25.43,7.929586093,38.32144515,25.02,7.916828503,38.14360239
12/6/2015,3,2,62,Mixed,Ambient,0,10:00,32,2155.505493,2178.622987,25.49,7.911857104,38.42001236,25.02,7.916828503,38.14360239
12/6/2015,3,2,63,Mixed,Ambient,0,10:00,39,2177.776953,2178.622987,25.55,7.909320084,38.44379313,25.02,7.916828503,38.14360239
12/6/2015,3,2,64,Mixed,Ambient,0,10:00,35,2174.479253,2178.622987,25.51,7.901449104,38.32846371,25.02,7.916828503,38.14360239
12/6/2015,3,2,65,Mixed,Med,3,10:00,29,2189.795245,2178.830605,25.42,7.93141629,38.47940249,25.01,7.932182827,38.37793809
12/6/2015,3,2,66,Mixed,Med,3,10:00,29,2189.57676,2178.830605,25.56,7.934486086,37.98840593,25.01,7.932182827,38.37793809
12/6/2015,3,2,67,Mixed,Med,3,10:00,31,2172.959424,2178.830605,25.5,7.928590561,38.26231507,25.01,7.932182827,38.37793809
12/6/2015,3,2,68,Mixed,Med,3,10:00,30,2151.635939,2178.830605,25.55,7.909320084,38.36922816,25.01,7.932182827,38.37793809
12/6/2015,3,2,69,Mixed,High,6,10:00,28,2166.59591,2198.509003,25.43,7.882324739,38.39616456,24.95,7.936417876,38.27830983
12/6/2015,3,2,70,Mixed,High,6,10:00,30,2183.209402,2198.509003,25.4,7.88105863,38.42160383,24.95,7.936417876,38.27830983
12/6/2015,3,2,71,Mixed,High,6,10:00,30,2189.829112,2198.509003,25.43,7.900891699,38.47090881,24.95,7.936417876,38.27830983
12/6/2015,3,2,72,Mixed,High,6,10:00,32,2157.236948,2198.509003,25.51,7.889636931,38.40307184,24.95,7.936417876,38.27830983
