Scan No ,Date, Time,RAW VALUE ,CALIBRATED VALUE
1275,14/12/2015 , 20:15:00,0,0
1276,14/12/2015 , 20:30:00,0,0
1277,14/12/2015 , 20:45:00,0,0
1278,14/12/2015 , 21:00:00,0,0
1279,14/12/2015 , 21:15:00,0,0
1280,14/12/2015 , 21:30:00,0,0
1281,14/12/2015 , 21:45:00,0,0
1282,14/12/2015 , 22:00:00,0,0
1283,14/12/2015 , 22:15:00,0,0
1284,14/12/2015 , 22:30:00,0,0
1285,14/12/2015 , 22:45:00,0,0
1286,14/12/2015 , 23:00:00,0,0
1287,14/12/2015 , 23:15:00,0,0
1288,14/12/2015 , 23:30:00,0,0
1289,14/12/2015 , 23:45:00,0,0
1290,14/12/2015 , 24:00:00,0,0
1291,15/12/2015 , 00:15:00,0,0
1292,15/12/2015 , 00:30:00,0,0
1293,15/12/2015 , 00:45:00,0,0
1294,15/12/2015 , 01:00:00,0,0
1295,15/12/2015 , 01:15:00,0,0
1296,15/12/2015 , 01:30:00,0,0
1297,15/12/2015 , 01:45:00,0,0
1298,15/12/2015 , 02:00:00,0,0
1299,15/12/2015 , 02:15:00,0,0
1300,15/12/2015 , 02:30:00,0,0
1301,15/12/2015 , 02:45:00,0,0
1302,15/12/2015 , 03:00:00,0,0
1303,15/12/2015 , 03:15:00,0,0
1304,15/12/2015 , 03:30:00,0,0
1305,15/12/2015 , 03:45:00,0,0
1306,15/12/2015 , 04:00:00,0,0
1307,15/12/2015 , 04:15:00,0,0
1308,15/12/2015 , 04:30:00,0,0
1309,15/12/2015 , 04:45:00,0,0
1310,15/12/2015 , 05:00:00,0,0
1311,15/12/2015 , 05:15:00,0,0
1312,15/12/2015 , 05:30:00,0,0
1313,15/12/2015 , 05:45:00,0,0
1314,15/12/2015 , 06:00:00,0,0
1315,15/12/2015 , 06:15:00,0,0
1316,15/12/2015 , 06:30:00,0,0
1317,15/12/2015 , 06:45:00,0,0
1318,15/12/2015 , 07:00:00,0,0
1319,15/12/2015 , 07:15:00,38,38
1320,15/12/2015 , 07:30:00,232,232
1321,15/12/2015 , 07:45:00,411,411
1322,15/12/2015 , 08:00:00,560,560
1323,15/12/2015 , 08:15:00,789,789
1324,15/12/2015 , 08:30:00,977,977
1325,15/12/2015 , 08:45:00,1243,1243
1326,15/12/2015 , 09:00:00,6780,6780
1327,15/12/2015 , 09:15:00,6689,6689
1328,15/12/2015 , 09:30:00,4240,4240
1329,15/12/2015 , 09:45:00,5355,5355
1330,15/12/2015 , 10:00:00,6509,6509
1331,15/12/2015 , 10:15:00,7320,7320
1332,15/12/2015 , 10:30:00,8503,8503
1333,15/12/2015 , 10:45:00,9777,9777
1334,15/12/2015 , 11:00:00,8935,8935
1335,15/12/2015 , 11:15:00,8701,8701
1336,15/12/2015 , 11:30:00,11385,11385
1337,15/12/2015 , 11:45:00,9193,9193
1338,15/12/2015 , 12:00:00,8973,8973
1339,15/12/2015 , 12:15:00,10230,10230
1340,15/12/2015 , 12:30:00,9222,9222
1341,15/12/2015 , 12:45:00,7144,7144
1342,15/12/2015 , 13:00:00,7878,7878
1343,15/12/2015 , 13:15:00,7639,7639
1344,15/12/2015 , 13:30:00,7934,7934
1345,15/12/2015 , 13:45:00,7236,7236
1346,15/12/2015 , 14:00:00,5152,5152
1347,15/12/2015 , 14:15:00,3820,3820
1348,15/12/2015 , 14:30:00,4504,4504
1349,15/12/2015 , 14:45:00,2786,2786
1350,15/12/2015 , 15:00:00,3226,3226
1351,15/12/2015 , 15:15:00,1675,1675
1352,15/12/2015 , 15:30:00,1549,1549
1353,15/12/2015 , 15:45:00,1562,1562
1354,15/12/2015 , 16:00:00,1357,1357
1355,15/12/2015 , 16:15:00,1677,1677
1356,15/12/2015 , 16:30:00,1060,1060
1357,15/12/2015 , 16:45:00,926,926
1358,15/12/2015 , 17:00:00,1151,1151
1359,15/12/2015 , 17:15:00,246,246
1360,15/12/2015 , 17:30:00,198,198
1361,15/12/2015 , 17:45:00,225,225
1362,15/12/2015 , 18:00:00,15,15
1363,15/12/2015 , 18:15:00,0,0
1364,15/12/2015 , 18:30:00,0,0
1365,15/12/2015 , 18:45:00,0,0
1366,15/12/2015 , 19:00:00,0,0
1367,15/12/2015 , 19:15:00,0,0
1368,15/12/2015 , 19:30:00,0,0
1369,15/12/2015 , 19:45:00,0,0
1370,15/12/2015 , 20:00:00,0,0
1371,15/12/2015 , 20:15:00,0,0
1372,15/12/2015 , 20:30:00,0,0
1373,15/12/2015 , 20:45:00,0,0
1374,15/12/2015 , 21:00:00,0,0
1375,15/12/2015 , 21:15:00,0,0
1376,15/12/2015 , 21:30:00,0,0
1377,15/12/2015 , 21:45:00,0,0
1378,15/12/2015 , 22:00:00,0,0
1379,15/12/2015 , 22:15:00,0,0
1380,15/12/2015 , 22:30:00,0,0
1381,15/12/2015 , 22:45:00,0,0
1382,15/12/2015 , 23:00:00,0,0
1383,15/12/2015 , 23:15:00,0,0
1384,15/12/2015 , 23:30:00,0,0
1385,15/12/2015 , 23:45:00,0,0
1386,15/12/2015 , 24:00:00,0,0
1387,16/12/2015 , 00:15:00,0,0
1388,16/12/2015 , 00:30:00,0,0
1389,16/12/2015 , 00:45:00,0,0
1390,16/12/2015 , 01:00:00,0,0
1391,16/12/2015 , 01:15:00,0,0
1392,16/12/2015 , 01:30:00,0,0
1393,16/12/2015 , 01:45:00,0,0
1394,16/12/2015 , 02:00:00,0,0
1395,16/12/2015 , 02:15:00,0,0
1396,16/12/2015 , 02:30:00,0,0
1397,16/12/2015 , 02:45:00,0,0
1398,16/12/2015 , 03:00:00,0,0
1399,16/12/2015 , 03:15:00,0,0
1400,16/12/2015 , 03:30:00,0,0
1401,16/12/2015 , 03:45:00,0,0
1402,16/12/2015 , 04:00:00,0,0
1403,16/12/2015 , 04:15:00,0,0
1404,16/12/2015 , 04:30:00,0,0
1405,16/12/2015 , 04:45:00,0,0
1406,16/12/2015 , 05:00:00,0,0
1407,16/12/2015 , 05:15:00,0,0
1408,16/12/2015 , 05:30:00,0,0
1409,16/12/2015 , 05:45:00,0,0
1410,16/12/2015 , 06:00:00,0,0
1411,16/12/2015 , 06:15:00,0,0
1412,16/12/2015 , 06:30:00,0,0
1413,16/12/2015 , 06:45:00,7,7
1414,16/12/2015 , 07:00:00,26,26
1415,16/12/2015 , 07:15:00,96,96
1416,16/12/2015 , 07:30:00,237,237
1417,16/12/2015 , 07:45:00,394,394
1418,16/12/2015 , 08:00:00,917,917
1419,16/12/2015 , 08:15:00,642,642
1420,16/12/2015 , 08:30:00,784,784
1421,16/12/2015 , 08:45:00,1405,1405
1422,16/12/2015 , 09:00:00,3670,3670
1423,16/12/2015 , 09:15:00,6957,6957
1424,16/12/2015 , 09:30:00,3223,3223
1425,16/12/2015 , 09:45:00,2853,2853
1426,16/12/2015 , 10:00:00,4275,4275
1427,16/12/2015 , 10:15:00,3353,3353
1428,16/12/2015 , 10:30:00,4759,4759
1429,16/12/2015 , 10:45:00,6281,6281
1430,16/12/2015 , 11:00:00,5809,5809
1431,16/12/2015 , 11:15:00,6057,6057
1432,16/12/2015 , 11:30:00,5355,5355
1433,16/12/2015 , 11:45:00,11774,11774
1434,16/12/2015 , 12:00:00,10553,10553
1435,16/12/2015 , 12:15:00,10219,10219
1436,16/12/2015 , 12:30:00,9484,9484
1437,16/12/2015 , 12:45:00,7249,7249
1438,16/12/2015 , 13:00:00,7316,7316
1439,16/12/2015 , 13:15:00,7697,7697
1440,16/12/2015 , 13:30:00,7515,7515
1441,16/12/2015 , 13:45:00,6165,6165
1442,16/12/2015 , 14:00:00,5463,5463
1443,16/12/2015 , 14:15:00,4654,4654
1444,16/12/2015 , 14:30:00,4942,4942
1445,16/12/2015 , 14:45:00,4402,4402
1446,16/12/2015 , 15:00:00,3328,3328
1447,16/12/2015 , 15:15:00,2787,2787
1448,16/12/2015 , 15:30:00,1670,1670
1449,16/12/2015 , 15:45:00,2315,2315
1450,16/12/2015 , 16:00:00,1766,1766
1451,16/12/2015 , 16:15:00,1532,1532
1452,16/12/2015 , 16:30:00,2076,2076
1453,16/12/2015 , 16:45:00,614,614
1454,16/12/2015 , 17:00:00,1232,1232
1455,16/12/2015 , 17:15:00,540,540
1456,16/12/2015 , 17:30:00,438,438
1457,16/12/2015 , 17:45:00,187,187
1458,16/12/2015 , 18:00:00,87,87
1459,16/12/2015 , 18:15:00,36,36
1460,16/12/2015 , 18:30:00,30,30
1461,16/12/2015 , 18:45:00,29,29
1462,16/12/2015 , 19:00:00,30,30
1463,16/12/2015 , 19:15:00,29,29
1464,16/12/2015 , 19:30:00,30,30
1465,16/12/2015 , 19:45:00,30,30
1466,16/12/2015 , 20:00:00,29,29
1467,16/12/2015 , 20:15:00,29,29
1468,16/12/2015 , 20:30:00,30,30
1469,16/12/2015 , 20:45:00,30,30
1470,16/12/2015 , 21:00:00,31,31
1471,16/12/2015 , 21:15:00,30,30
1472,16/12/2015 , 21:30:00,30,30
1473,16/12/2015 , 21:45:00,31,31
1474,16/12/2015 , 22:00:00,31,31
1475,16/12/2015 , 22:15:00,31,31
1476,16/12/2015 , 22:30:00,33,33
1477,16/12/2015 , 22:45:00,31,31
1478,16/12/2015 , 23:00:00,32,32
1479,16/12/2015 , 23:15:00,32,32
1480,16/12/2015 , 23:30:00,31,31
1481,16/12/2015 , 23:45:00,33,33
1482,16/12/2015 , 24:00:00,33,33
1483,17/12/2015 , 00:15:00,32,32
1484,17/12/2015 , 00:30:00,32,32
1485,17/12/2015 , 00:45:00,32,32
1486,17/12/2015 , 01:00:00,33,33
1487,17/12/2015 , 01:15:00,31,31
1488,17/12/2015 , 01:30:00,32,32
1489,17/12/2015 , 01:45:00,32,32
1490,17/12/2015 , 02:00:00,33,33
1491,17/12/2015 , 02:15:00,33,33
1492,17/12/2015 , 02:30:00,33,33
1493,17/12/2015 , 02:45:00,33,33
1494,17/12/2015 , 03:00:00,33,33
1495,17/12/2015 , 03:15:00,34,34
1496,17/12/2015 , 03:30:00,33,33
1497,17/12/2015 , 03:45:00,33,33
1498,17/12/2015 , 04:00:00,33,33
1499,17/12/2015 , 04:15:00,33,33
1500,17/12/2015 , 04:30:00,33,33
1501,17/12/2015 , 04:45:00,33,33
1502,17/12/2015 , 05:00:00,32,32
1503,17/12/2015 , 05:15:00,34,34
1504,17/12/2015 , 05:30:00,33,33
1505,17/12/2015 , 05:45:00,34,34
1506,17/12/2015 , 06:00:00,34,34
1507,17/12/2015 , 06:15:00,32,32
1508,17/12/2015 , 06:30:00,32,32
1509,17/12/2015 , 06:45:00,33,33
1510,17/12/2015 , 07:00:00,45,45
1511,17/12/2015 , 07:15:00,92,92
1512,17/12/2015 , 07:30:00,772,772
1513,17/12/2015 , 07:45:00,364,364
1514,17/12/2015 , 08:00:00,435,435
1515,17/12/2015 , 08:15:00,1260,1260
1516,17/12/2015 , 08:30:00,1319,1319
1517,17/12/2015 , 08:45:00,1605,1605
1518,17/12/2015 , 09:00:00,1562,1562
1519,17/12/2015 , 09:15:00,2544,2544
1520,17/12/2015 , 09:30:00,4880,4880
1521,17/12/2015 , 09:45:00,2308,2308
1522,17/12/2015 , 10:00:00,2412,2412
1523,17/12/2015 , 10:15:00,5263,5263
1524,17/12/2015 , 10:30:00,2256,2256
1525,17/12/2015 , 10:45:00,1199,1199
1526,17/12/2015 , 11:00:00,1600,1600
1527,17/12/2015 , 11:15:00,1303,1303
1528,17/12/2015 , 11:30:00,1218,1218
1529,17/12/2015 , 11:45:00,1148,1148
1530,17/12/2015 , 12:00:00,1389,1389
1531,17/12/2015 , 12:15:00,1750,1750
1532,17/12/2015 , 12:30:00,1727,1727
1533,17/12/2015 , 12:45:00,2280,2280
1534,17/12/2015 , 13:00:00,6052,6052
1535,17/12/2015 , 13:15:00,6477,6477
1536,17/12/2015 , 13:30:00,6400,6400
1537,17/12/2015 , 13:45:00,5646,5646
1538,17/12/2015 , 14:00:00,3676,3676
1539,17/12/2015 , 14:15:00,4457,4457
1540,17/12/2015 , 14:30:00,2700,2700
1541,17/12/2015 , 14:45:00,2801,2801
1542,17/12/2015 , 15:00:00,2105,2105
1543,17/12/2015 , 15:15:00,1953,1953
1544,17/12/2015 , 15:30:00,1704,1704
1545,17/12/2015 , 15:45:00,1883,1883
1546,17/12/2015 , 16:00:00,1375,1375
1547,17/12/2015 , 16:15:00,758,758
1548,17/12/2015 , 16:30:00,905,905
1549,17/12/2015 , 16:45:00,816,816
1550,17/12/2015 , 17:00:00,466,466
1551,17/12/2015 , 17:15:00,308,308
1552,17/12/2015 , 17:30:00,209,209
1553,17/12/2015 , 17:45:00,122,122
1554,17/12/2015 , 18:00:00,74,74
1555,17/12/2015 , 18:15:00,35,35
1556,17/12/2015 , 18:30:00,28,28
1557,17/12/2015 , 18:45:00,29,29
1558,17/12/2015 , 19:00:00,28,28
1559,17/12/2015 , 19:15:00,28,28
1560,17/12/2015 , 19:30:00,31,31
1561,17/12/2015 , 19:45:00,29,29
1562,17/12/2015 , 20:00:00,30,30
1563,17/12/2015 , 20:15:00,31,31
1564,17/12/2015 , 20:30:00,32,32
1565,17/12/2015 , 20:45:00,32,32
1566,17/12/2015 , 21:00:00,33,33
1567,17/12/2015 , 21:15:00,32,32
1568,17/12/2015 , 21:30:00,33,33
1569,17/12/2015 , 21:45:00,33,33
1570,17/12/2015 , 22:00:00,33,33
1571,17/12/2015 , 22:15:00,32,32
1572,17/12/2015 , 22:30:00,32,32
1573,17/12/2015 , 22:45:00,33,33
1574,17/12/2015 , 23:00:00,33,33
1575,17/12/2015 , 23:15:00,33,33
1576,17/12/2015 , 23:30:00,33,33
1577,17/12/2015 , 23:45:00,33,33
1578,17/12/2015 , 24:00:00,35,35
1579,18/12/2015 , 00:15:00,34,34
1580,18/12/2015 , 00:30:00,34,34
1581,18/12/2015 , 00:45:00,34,34
1582,18/12/2015 , 01:00:00,34,34
1583,18/12/2015 , 01:15:00,34,34
1584,18/12/2015 , 01:30:00,33,33
1585,18/12/2015 , 01:45:00,34,34
1586,18/12/2015 , 02:00:00,34,34
1587,18/12/2015 , 02:15:00,33,33
1588,18/12/2015 , 02:30:00,34,34
1589,18/12/2015 , 02:45:00,34,34
1590,18/12/2015 , 03:00:00,34,34
1591,18/12/2015 , 03:15:00,35,35
1592,18/12/2015 , 03:30:00,35,35
1593,18/12/2015 , 03:45:00,34,34
1594,18/12/2015 , 04:00:00,33,33
1595,18/12/2015 , 04:15:00,34,34
1596,18/12/2015 , 04:30:00,34,34
1597,18/12/2015 , 04:45:00,34,34
1598,18/12/2015 , 05:00:00,33,33
1599,18/12/2015 , 05:15:00,34,34
1600,18/12/2015 , 05:30:00,34,34
1601,18/12/2015 , 05:45:00,34,34
1602,18/12/2015 , 06:00:00,34,34
1603,18/12/2015 , 06:15:00,33,33
1604,18/12/2015 , 06:30:00,31,31
1605,18/12/2015 , 06:45:00,31,31
1606,18/12/2015 , 07:00:00,40,40
1607,18/12/2015 , 07:15:00,100,100
1608,18/12/2015 , 07:30:00,329,329
1609,18/12/2015 , 07:45:00,610,610
1610,18/12/2015 , 08:00:00,804,804
1611,18/12/2015 , 08:15:00,1196,1196
1612,18/12/2015 , 08:30:00,1864,1864
1613,18/12/2015 , 08:45:00,1926,1926
1614,18/12/2015 , 09:00:00,2488,2488
1615,18/12/2015 , 09:15:00,2538,2538
1616,18/12/2015 , 09:30:00,3166,3166
1617,18/12/2015 , 09:45:00,1403,1403
1618,18/12/2015 , 10:00:00,1446,1446
1619,18/12/2015 , 10:15:00,4579,4579
1620,18/12/2015 , 10:30:00,3159,3159
1621,18/12/2015 , 10:45:00,2645,2645
1622,18/12/2015 , 11:00:00,6036,6036
1623,18/12/2015 , 11:15:00,8535,8535
1624,18/12/2015 , 11:30:00,9584,9584
1625,18/12/2015 , 11:45:00,11269,11269
1626,18/12/2015 , 12:00:00,7893,7893
1627,18/12/2015 , 12:15:00,7744,7744
1628,18/12/2015 , 12:30:00,7814,7814
1629,18/12/2015 , 12:45:00,5530,5530
1630,18/12/2015 , 13:00:00,6685,6685
1631,18/12/2015 , 13:15:00,6803,6803
1632,18/12/2015 , 13:30:00,5117,5117
1633,18/12/2015 , 13:45:00,5365,5365
1634,18/12/2015 , 14:00:00,3681,3681
1635,18/12/2015 , 14:15:00,3392,3392
1636,18/12/2015 , 14:30:00,1086,1086
1637,18/12/2015 , 14:45:00,1188,1188
1638,18/12/2015 , 15:00:00,1025,1025
1639,18/12/2015 , 15:15:00,774,774
1640,18/12/2015 , 15:30:00,581,581
1641,18/12/2015 , 15:45:00,436,436
1642,18/12/2015 , 16:00:00,762,762
1643,18/12/2015 , 16:15:00,1474,1474
1644,18/12/2015 , 16:30:00,1225,1225
1645,18/12/2015 , 16:45:00,1482,1482
1646,18/12/2015 , 17:00:00,1198,1198
1647,18/12/2015 , 17:15:00,694,694
1648,18/12/2015 , 17:30:00,341,341
1649,18/12/2015 , 17:45:00,148,148
1650,18/12/2015 , 18:00:00,38,38
1651,18/12/2015 , 18:15:00,8,8
1652,18/12/2015 , 18:30:00,6,6
1653,18/12/2015 , 18:45:00,6,6
1654,18/12/2015 , 19:00:00,5,5
1655,18/12/2015 , 19:15:00,5,5
1656,18/12/2015 , 19:30:00,6,6
1657,18/12/2015 , 19:45:00,6,6
1658,18/12/2015 , 20:00:00,7,7
1659,18/12/2015 , 20:15:00,7,7
1660,18/12/2015 , 20:30:00,7,7
1661,18/12/2015 , 20:45:00,8,8
1662,18/12/2015 , 21:00:00,8,8
1663,18/12/2015 , 21:15:00,8,8
1664,18/12/2015 , 21:30:00,9,9
1665,18/12/2015 , 21:45:00,8,8
1666,18/12/2015 , 22:00:00,9,9
1667,18/12/2015 , 22:15:00,10,10
1668,18/12/2015 , 22:30:00,11,11
1669,18/12/2015 , 22:45:00,10,10
1670,18/12/2015 , 23:00:00,10,10
1671,18/12/2015 , 23:15:00,13,13
1672,18/12/2015 , 23:30:00,14,14
1673,18/12/2015 , 23:45:00,12,12
1674,18/12/2015 , 24:00:00,11,11
1675,19/12/2015 , 00:15:00,11,11
1676,19/12/2015 , 00:30:00,10,10
1677,19/12/2015 , 00:45:00,11,11
1678,19/12/2015 , 01:00:00,12,12
1679,19/12/2015 , 01:15:00,12,12
1680,19/12/2015 , 01:30:00,13,13
1681,19/12/2015 , 01:45:00,12,12
1682,19/12/2015 , 02:00:00,12,12
1683,19/12/2015 , 02:15:00,15,15
1684,19/12/2015 , 02:30:00,15,15
1685,19/12/2015 , 02:45:00,15,15
1686,19/12/2015 , 03:00:00,16,16
1687,19/12/2015 , 03:15:00,15,15
1688,19/12/2015 , 03:30:00,15,15
1689,19/12/2015 , 03:45:00,15,15
1690,19/12/2015 , 04:00:00,16,16
1691,19/12/2015 , 04:15:00,14,14
1692,19/12/2015 , 04:30:00,15,15
1693,19/12/2015 , 04:45:00,16,16
1694,19/12/2015 , 05:00:00,15,15
1695,19/12/2015 , 05:15:00,15,15
1696,19/12/2015 , 05:30:00,16,16
1697,19/12/2015 , 05:45:00,17,17
1698,19/12/2015 , 06:00:00,16,16
1699,19/12/2015 , 06:15:00,17,17
1700,19/12/2015 , 06:30:00,12,12
1701,19/12/2015 , 06:45:00,12,12
1702,19/12/2015 , 07:00:00,18,18
1703,19/12/2015 , 07:15:00,61,61
1704,19/12/2015 , 07:30:00,239,239
1705,19/12/2015 , 07:45:00,336,336
1706,19/12/2015 , 08:00:00,728,728
1707,19/12/2015 , 08:15:00,746,746
1708,19/12/2015 , 08:30:00,772,772
1709,19/12/2015 , 08:45:00,599,599
1710,19/12/2015 , 09:00:00,709,709
1711,19/12/2015 , 09:15:00,3461,3461
1712,19/12/2015 , 09:30:00,5536,5536
1713,19/12/2015 , 09:45:00,3869,3869
1714,19/12/2015 , 10:00:00,4052,4052
1715,19/12/2015 , 10:15:00,4948,4948
1716,19/12/2015 , 10:30:00,3680,3680
1717,19/12/2015 , 10:45:00,6157,6157
1718,19/12/2015 , 11:00:00,3059,3059
1719,19/12/2015 , 11:15:00,5909,5909
1720,19/12/2015 , 11:30:00,8306,8306
1721,19/12/2015 , 11:45:00,6593,6593
1722,19/12/2015 , 12:00:00,5153,5153
1723,19/12/2015 , 12:15:00,8316,8316
1724,19/12/2015 , 12:30:00,9172,9172
1725,19/12/2015 , 12:45:00,7826,7826
1726,19/12/2015 , 13:00:00,6959,6959
1727,19/12/2015 , 13:15:00,4607,4607
1728,19/12/2015 , 13:30:00,3182,3182
1729,19/12/2015 , 13:45:00,2956,2956
1730,19/12/2015 , 14:00:00,1628,1628
1731,19/12/2015 , 14:15:00,2168,2168
1732,19/12/2015 , 14:30:00,2898,2898
1733,19/12/2015 , 14:45:00,2715,2715
1734,19/12/2015 , 15:00:00,3238,3238
1735,19/12/2015 , 15:15:00,3023,3023
1736,19/12/2015 , 15:30:00,2446,2446
1737,19/12/2015 , 15:45:00,1716,1716
1738,19/12/2015 , 16:00:00,1254,1254
1739,19/12/2015 , 16:15:00,1092,1092
1740,19/12/2015 , 16:30:00,1038,1038
1741,19/12/2015 , 16:45:00,755,755
1742,19/12/2015 , 17:00:00,454,454
1743,19/12/2015 , 17:15:00,609,609
1744,19/12/2015 , 17:30:00,390,390
1745,19/12/2015 , 17:45:00,212,212
1746,19/12/2015 , 18:00:00,99,99
1747,19/12/2015 , 18:15:00,22,22
1748,19/12/2015 , 18:30:00,13,13
1749,19/12/2015 , 18:45:00,12,12
1750,19/12/2015 , 19:00:00,12,12
1751,19/12/2015 , 19:15:00,12,12
1752,19/12/2015 , 19:30:00,13,13
1753,19/12/2015 , 19:45:00,12,12
1754,19/12/2015 , 20:00:00,12,12
1755,19/12/2015 , 20:15:00,12,12
1756,19/12/2015 , 20:30:00,13,13
1757,19/12/2015 , 20:45:00,12,12
1758,19/12/2015 , 21:00:00,12,12
1759,19/12/2015 , 21:15:00,12,12
1760,19/12/2015 , 21:30:00,13,13
1761,19/12/2015 , 21:45:00,13,13
1762,19/12/2015 , 22:00:00,14,14
1763,19/12/2015 , 22:15:00,13,13
1764,19/12/2015 , 22:30:00,12,12
1765,19/12/2015 , 22:45:00,11,11
1766,19/12/2015 , 23:00:00,12,12
1767,19/12/2015 , 23:15:00,13,13
1768,19/12/2015 , 23:30:00,11,11
1769,19/12/2015 , 23:45:00,13,13
1770,19/12/2015 , 24:00:00,14,14
1771,20/12/2015 , 00:15:00,14,14
1772,20/12/2015 , 00:30:00,14,14
1773,20/12/2015 , 00:45:00,14,14
1774,20/12/2015 , 01:00:00,14,14
1775,20/12/2015 , 01:15:00,15,15
1776,20/12/2015 , 01:30:00,15,15
1777,20/12/2015 , 01:45:00,16,16
1778,20/12/2015 , 02:00:00,15,15
1779,20/12/2015 , 02:15:00,16,16
1780,20/12/2015 , 02:30:00,16,16
1781,20/12/2015 , 02:45:00,16,16
1782,20/12/2015 , 03:00:00,16,16
1783,20/12/2015 , 03:15:00,15,15
1784,20/12/2015 , 03:30:00,14,14
1785,20/12/2015 , 03:45:00,15,15
1786,20/12/2015 , 04:00:00,14,14
1787,20/12/2015 , 04:15:00,15,15
1788,20/12/2015 , 04:30:00,15,15
1789,20/12/2015 , 04:45:00,14,14
1790,20/12/2015 , 05:00:00,13,13
1791,20/12/2015 , 05:15:00,13,13
1792,20/12/2015 , 05:30:00,15,15
1793,20/12/2015 , 05:45:00,14,14
1794,20/12/2015 , 06:00:00,13,13
1795,20/12/2015 , 06:15:00,13,13
1796,20/12/2015 , 06:30:00,14,14
1797,20/12/2015 , 06:45:00,13,13
1798,20/12/2015 , 07:00:00,19,19
1799,20/12/2015 , 07:15:00,80,80
1800,20/12/2015 , 07:30:00,332,332
1801,20/12/2015 , 07:45:00,653,653
1802,20/12/2015 , 08:00:00,553,553
1803,20/12/2015 , 08:15:00,942,942
1804,20/12/2015 , 08:30:00,889,889
1805,20/12/2015 , 08:45:00,1077,1077
1806,20/12/2015 , 09:00:00,551,551
1807,20/12/2015 , 09:15:00,2249,2249
1808,20/12/2015 , 09:30:00,2138,2138
1809,20/12/2015 , 09:45:00,1353,1353
1810,20/12/2015 , 10:00:00,1410,1410
1811,20/12/2015 , 10:15:00,2529,2529
1812,20/12/2015 , 10:30:00,1815,1815
1813,20/12/2015 , 10:45:00,1308,1308
1814,20/12/2015 , 11:00:00,1644,1644
1815,20/12/2015 , 11:15:00,2969,2969
1816,20/12/2015 , 11:30:00,5818,5818
1817,20/12/2015 , 11:45:00,4259,4259
1818,20/12/2015 , 12:00:00,7643,7643
1819,20/12/2015 , 12:15:00,10621,10621
1820,20/12/2015 , 12:30:00,10141,10141
1821,20/12/2015 , 12:45:00,8992,8992
1822,20/12/2015 , 13:00:00,9106,9106
1823,20/12/2015 , 13:15:00,6463,6463
1824,20/12/2015 , 13:30:00,6436,6436
1825,20/12/2015 , 13:45:00,6894,6894
1826,20/12/2015 , 14:00:00,2932,2932
1827,20/12/2015 , 14:15:00,5420,5420
1828,20/12/2015 , 14:30:00,4881,4881
1829,20/12/2015 , 14:45:00,3026,3026
1830,20/12/2015 , 15:00:00,1978,1978
1831,20/12/2015 , 15:15:00,1321,1321
1832,20/12/2015 , 15:30:00,1727,1727
1833,20/12/2015 , 15:45:00,1458,1458
1834,20/12/2015 , 16:00:00,1040,1040
1835,20/12/2015 , 16:15:00,975,975
1836,20/12/2015 , 16:30:00,1164,1164
1837,20/12/2015 , 16:45:00,525,525
1838,20/12/2015 , 17:00:00,366,366
1839,20/12/2015 , 17:15:00,306,306
1840,20/12/2015 , 17:30:00,178,178
1841,20/12/2015 , 17:45:00,114,114
1842,20/12/2015 , 18:00:00,34,34
1843,20/12/2015 , 18:15:00,0,0
1844,20/12/2015 , 18:30:00,0,0
1845,20/12/2015 , 18:45:00,0,0
1846,20/12/2015 , 19:00:00,0,0
1847,20/12/2015 , 19:15:00,0,0
1848,20/12/2015 , 19:30:00,0,0
1849,20/12/2015 , 19:45:00,0,0
1850,20/12/2015 , 20:00:00,0,0
1851,20/12/2015 , 20:15:00,0,0
1852,20/12/2015 , 20:30:00,0,0
1853,20/12/2015 , 20:45:00,2,2
1854,20/12/2015 , 21:00:00,1,1
1855,20/12/2015 , 21:15:00,0,0
1856,20/12/2015 , 21:30:00,2,2
1857,20/12/2015 , 21:45:00,0,0
1858,20/12/2015 , 22:00:00,1,1
1859,20/12/2015 , 22:15:00,1,1
1860,20/12/2015 , 22:30:00,0,0
1861,20/12/2015 , 22:45:00,0,0
1862,20/12/2015 , 23:00:00,0,0
1863,20/12/2015 , 23:15:00,0,0
1864,20/12/2015 , 23:30:00,0,0
1865,20/12/2015 , 23:45:00,0,0
1866,20/12/2015 , 24:00:00,0,0
1867,21/12/2015 , 00:15:00,0,0
1868,21/12/2015 , 00:30:00,0,0
1869,21/12/2015 , 00:45:00,0,0
1870,21/12/2015 , 01:00:00,0,0
1871,21/12/2015 , 01:15:00,0,0
1872,21/12/2015 , 01:30:00,0,0
1873,21/12/2015 , 01:45:00,0,0
1874,21/12/2015 , 02:00:00,0,0
1875,21/12/2015 , 02:15:00,0,0
1876,21/12/2015 , 02:30:00,0,0
1877,21/12/2015 , 02:45:00,0,0
1878,21/12/2015 , 03:00:00,0,0
1879,21/12/2015 , 03:15:00,0,0
1880,21/12/2015 , 03:30:00,0,0
1881,21/12/2015 , 03:45:00,0,0
1882,21/12/2015 , 04:00:00,0,0
1883,21/12/2015 , 04:15:00,0,0
1884,21/12/2015 , 04:30:00,0,0
1885,21/12/2015 , 04:45:00,0,0
1886,21/12/2015 , 05:00:00,0,0
1887,21/12/2015 , 05:15:00,0,0
1888,21/12/2015 , 05:30:00,0,0
1889,21/12/2015 , 05:45:00,0,0
1890,21/12/2015 , 06:00:00,0,0
1891,21/12/2015 , 06:15:00,0,0
